,BillID,HeaderID,EntityOrderID,Text,CategoryLabel,HeaderText
212,5,79,3,,MONEY,21 U.S.C.
213,5,80,1,,CARDINAL,1
214,5,81,1,,LAW,Section 505A(d
215,5,81,2,,ORG,"the Federal Food, Drug"
216,5,81,3,,CARDINAL,21
217,5,82,1,,DATE,120 days
218,5,83,1,,ORG,Health and Human Services
219,5,83,2,,ORG,"the Federal Food, Drug"
220,5,84,1,,CARDINAL,6(d
221,5,84,2,,ACT,the Best Pharmaceuticals for Children Act
222,5,84,3,,CARDINAL,21
223,5,84,4,,DATE,the 5 year
224,6,85,1,,ORG,the  Protect American Families
225,6,85,2,,ORG,Unnecessary Registration and Deportation
226,6,85,3,,DATE,2017
227,6,87,1,,CARDINAL,263
228,6,87,2,,CARDINAL,265
229,6,87,3,,CARDINAL,266
230,6,87,4,,DATE,1303
231,7,89,1,,ACT,the  Research to Accelerate Cures and Equity for Children Act RACE
232,7,91,1,,LAW,Section 505B
233,7,91,2,,ORG,"the Federal Food, Drug"
234,7,93,1,,LAW,section 505B(e)(2)(C
235,7,93,2,,ORG,"the Federal Food, Drug"
236,7,93,3,,CARDINAL,21
237,7,93,4,,CARDINAL,1
238,7,93,5,,CARDINAL,21
239,7,93,6,,ORG,Federal Regulations
240,7,93,7,,DATE,30 days
241,7,93,8,,DATE,later than 90 calendar days
242,7,93,9,,ORG,a)(4
243,7,94,1,,ORG,"the Federal Food, Drug"
244,7,94,2,,CARDINAL,21
245,7,94,3,,CARDINAL,2
246,7,94,4,,CARDINAL,3
247,7,94,5,,CARDINAL,2)(C)(i
248,7,94,6,,CARDINAL,2)(C)(i)(II
249,7,95,1,,GPE,Orphan
250,7,95,2,,ORG,"the Federal Food, Drug"
251,7,95,3,,MONEY,21 U.S.C.
252,7,95,4,,CARDINAL,355c(k
253,7,96,1,,DATE,later than 1 year
254,7,96,2,,ORG,Health and Human Services
255,7,96,3,,ORG,"the Federal Food, Drug"
256,7,97,1,,CARDINAL,505
257,7,97,2,,ORG,"the Federal Food, Drug"
258,7,97,3,,CARDINAL,262
259,7,98,1,,ORG,Congress Section
260,7,98,2,,ACT,the FDA Safety and Innovation Act
261,7,98,3,,CARDINAL,21
262,7,99,1,,ORG,Health and Human Services
263,7,99,2,,LAW,section 505A
264,7,99,3,,ORG,"the Federal Food, Drug"
265,7,99,4,,MONEY,21 U.S.C. 355a
266,7,101,1,,ORG,Section
267,7,101,2,,ORG,"the Federal Food, Drug"
268,7,101,3,,MONEY,21 U.S.C.
269,7,102,1,,CARDINAL,1
270,7,103,1,,LAW,Section 505A(d
271,7,103,2,,ORG,"the Federal Food, Drug"
272,7,103,3,,CARDINAL,21
273,7,104,1,,DATE,120 days
274,7,105,1,,ORG,Health and Human Services
275,7,105,2,,ORG,"the Federal Food, Drug"
276,7,106,1,,CARDINAL,6(d
277,7,106,2,,ACT,the Best Pharmaceuticals for Children Act
278,7,106,3,,CARDINAL,21
279,7,106,4,,DATE,the 5 year
280,8,107,1,,DATE,2017
281,8,107,2,,ACT,Housing Fairness Act
282,8,107,3,,DATE,2017
283,8,109,1,,ORG,Housing and Urban Development
284,8,110,1,,ORG,Housing and Urban Development
285,8,110,2,,CARDINAL,561
286,8,110,3,,ACT,the Housing and Community Development Act
287,8,110,4,,DATE,1987
288,8,110,5,,MONEY,42 U.S.C. 3616a(h
289,8,112,1,,ORG,Housing and Urban Development
290,8,112,2,,ORG,Congress
291,8,113,1,,ORG,State
292,8,113,2,,ACT,the Housing and Community Development Act
293,8,113,3,,DATE,1987
294,8,113,4,,CARDINAL,42
295,8,115,1,,MONEY,42 U.S.C. 3602
296,8,116,1,,MONEY,42 U.S.C. 3602
297,8,117,1,,DATE,15 U.S.C. 1601
298,8,118,1,,DATE,the 180 day
299,8,118,2,,ORG,Housing and Urban Development
300,8,118,3,,LAW,section 553
301,8,118,4,,CARDINAL,5
302,8,118,5,,ORG,United States Code
303,8,119,1,,ORG,Authorization of Appropriations
304,8,119,2,,MONEY,"15,000,000"
305,8,119,3,,DATE,each of fiscal years 2018
306,8,119,4,,DATE,2022
307,8,120,1,,ORG,the Fair Housing Initiatives Program
308,8,121,1,,CARDINAL,561
309,8,121,2,,ACT,the Housing and Community Development Act
310,8,121,3,,DATE,1987
311,8,121,4,,CARDINAL,42
312,8,122,1,,ORG,Authorization of Appropriations
313,8,123,1,,MONEY,"42,500,000"
314,8,123,2,,DATE,each of fiscal years 2015 through 2019
315,8,123,3,,PERCENT,less than 75 percent
316,8,123,4,,PERCENT,more than 10 percent
317,8,125,1,,DATE,the 180 day
318,8,125,2,,ORG,Housing and Urban Development
319,8,125,3,,DATE,any of fiscal years 2015 through 2019
320,8,125,4,,LAW,section 553
321,8,125,5,,CARDINAL,5
322,8,125,6,,ORG,United States Code
323,8,126,1,,ORG,Congress
324,8,126,2,,ORG,Congress
325,8,126,3,,ORG,Housing and Urban Development
326,8,128,1,,ORG,Housing and Urban Development
327,8,130,1,,ORG,Housing and Urban Development
328,8,130,2,,ORG,Congress
329,8,130,3,,CARDINAL,2
330,8,130,4,,CARDINAL,6
331,8,130,5,,ACT,the Fair Housing Act
332,8,131,1,,ORG,Authorization of Appropriations
333,8,131,2,,MONEY,"5,000,000"
334,8,131,3,,DATE,each of fiscal years 2018
335,8,131,4,,DATE,2022
336,8,132,1,,ACT,this Act
337,8,132,2,,ORG,the Office of Management and Budget
338,8,132,3,,ORG,Non Profit Organizations
339,9,133,1,,ACT,Science Success Act
340,9,133,2,,DATE,2018
341,9,134,1,,ORG,Congress
342,9,135,1,,ORG,Findings Congress
343,9,136,1,,ORG,Congress
344,9,136,2,,ORG,Congress
345,9,136,3,,GPE,the United States
346,9,136,4,,GPE,United States
347,9,138,1,,ORG,the Small Business Administration
348,9,138,2,,ORG,Commerce for Intellectual Property
349,9,138,3,,ORG,the United States Patent and Trademark Office
350,9,139,1,,DATE,later than 6 months
351,9,139,2,,ORG,the Small Business Administration
352,9,139,3,,ORG,the Committee on Small Business of the House of Representatives
353,9,139,4,,ORG,the Committee on Small Business and Entrepreneurship
354,9,139,5,,ORG,Senate
355,9,141,1,,CARDINAL,15
356,9,142,1,,MONEY,15 U.S.C.
357,9,143,1,,MONEY,15 U.S.C.
358,9,144,1,,CARDINAL,15
359,10,146,1,,ORG,Findings Congress
360,10,148,1,,ORG,the House of Representatives
361,10,148,2,,ORG,Senate
362,10,148,3,,ORG,Congress
363,10,148,4,,CARDINAL,4
364,10,149,1,,ORG,Treasury
365,10,151,1,,ORG,Smithsonian Institution
366,10,152,1,,PERSON,Dorothy Vaughan
367,10,152,2,,ORG,the Smithsonian Institution
368,10,153,1,,ORG,Congress
369,10,153,2,,ORG,Congress
370,10,153,3,,ORG,the Smithsonian Institution
371,10,153,4,,ORG,the National Museum of African American History and Culture
372,10,154,1,,PERSON,Mary Jackson
373,10,154,2,,ORG,a)(3)(B
374,10,155,1,,ACT,this Act
375,10,157,1,,CARDINAL,51
376,10,158,1,,DATE,5134
377,10,158,2,,CARDINAL,5136
378,10,158,3,,CARDINAL,31
379,10,158,4,,ORG,United States Code
380,10,160,1,,ORG,the United States Mint Public Enterprise Fund
381,10,160,2,,ACT,this Act
382,10,161,1,,LAW,section 4
383,10,161,2,,GPE,the United States Mint Public Enterprise Fund
384,15,163,1,,ORG,Findings Congress
385,15,164,1,,ORG,Congressional Gold Medals
386,15,165,1,,ORG,the House of Representatives
387,15,165,2,,ORG,Senate
388,15,165,3,,ORG,Congress
389,15,165,4,,CARDINAL,5
390,15,166,1,,ORG,Treasury
391,15,168,1,,ORG,Smithsonian Institution
392,15,169,1,,PERSON,Dorothy Vaughan
393,15,169,2,,ORG,the Smithsonian Institution
394,15,170,1,,ORG,Congress
395,15,170,2,,ORG,Congress
396,15,170,3,,ORG,the Smithsonian Institution
397,15,170,4,,ORG,the National Museum of African American History and Culture
398,15,171,1,,PERSON,Mary Jackson
399,15,171,2,,ORG,a)(3)(B
400,15,171,3,,PERSON,Wanda Jackson
401,15,172,1,,ACT,this Act
402,15,174,1,,CARDINAL,51
403,15,175,1,,DATE,5134
404,15,175,2,,CARDINAL,5136
405,15,175,3,,CARDINAL,31
406,15,175,4,,ORG,United States Code
407,15,177,1,,ORG,the United States Mint Public Enterprise Fund
408,15,177,2,,ACT,this Act
409,15,178,1,,LAW,section 4
410,15,178,2,,GPE,the United States Mint Public Enterprise Fund
411,16,180,1,,ORG,Findings Congress
412,16,181,1,,ORG,Congressional Gold Medals
413,16,182,1,,ORG,the House of Representatives
414,16,182,2,,ORG,Senate
415,16,182,3,,ORG,Congress
416,16,182,4,,CARDINAL,5
417,16,183,1,,ORG,Treasury
418,16,185,1,,ORG,Smithsonian Institution
419,16,186,1,,PERSON,Dorothy Vaughan
420,16,186,2,,ORG,the Smithsonian Institution
421,16,187,1,,ORG,Congress
422,16,187,2,,ORG,Congress
423,16,187,3,,ORG,the Smithsonian Institution
424,16,187,4,,ORG,the National Museum of African American History and Culture
425,16,188,1,,PERSON,Mary Jackson
426,16,188,2,,ORG,a)(3)(B
427,16,188,3,,PERSON,Wanda Jackson
428,16,189,1,,ACT,this Act
429,16,191,1,,CARDINAL,51
430,16,192,1,,DATE,5134
431,16,192,2,,CARDINAL,5136
432,16,192,3,,CARDINAL,31
433,16,192,4,,ORG,United States Code
434,16,194,1,,ORG,the United States Mint Public Enterprise Fund
435,16,194,2,,ACT,this Act
436,16,195,1,,LAW,section 4
437,16,195,2,,GPE,the United States Mint Public Enterprise Fund
438,21,197,1,,GPE,Notwithstanding
439,21,197,2,,LAW,Constitution
440,21,197,3,,GPE,the United States
441,21,198,1,,LAW,Title I of the Omnibus Crime Control
442,21,198,2,,DATE,1968
443,21,198,3,,CARDINAL,34
444,21,198,4,,DATE,10101
445,21,201,1,,ORG,Grants
446,21,202,1,,ORG,State
447,21,203,1,,ORG,National Pretrial Reporting Program The
448,21,203,2,,GPE,States
449,21,205,1,,DATE,annual
450,21,205,2,,GPE,States
451,21,206,1,,ORDINAL,first
452,21,207,1,,CARDINAL,1
453,21,208,1,,TIME,48 hours
454,21,208,2,,DATE,monthly
455,21,209,1,,DATE,each fiscal year
456,21,209,2,,ORG,State
457,21,209,3,,NORP,Indian
458,21,211,1,,DATE,fiscal year 2018
459,21,212,1,,NORP,Indian
460,21,214,1,,CARDINAL,505
461,21,214,2,,ORG,the Omnibus Crime Control
462,21,214,3,,DATE,1968
463,21,214,4,,DATE,34 U.S.C.
464,21,215,1,,DATE,the third fiscal year beginning
465,21,215,2,,ACT,the  No Money Bail Act
466,21,217,1,,GPE,Notwithstanding
467,21,217,2,,CARDINAL,1
468,21,217,3,,ORG,State
469,21,217,4,,ORG,State
470,21,217,5,,ORG,State
471,21,217,6,,GPE,States
472,21,217,7,,GPE,States
473,21,218,1,,ORG,GAO
474,21,218,2,,DATE,later than 3 years
475,21,218,3,,ORG,the Comptroller General
476,21,218,4,,GPE,the United States
477,21,218,5,,GPE,States
478,22,220,1,,PERSON,Findings
479,22,221,1,,ORG,Findings Congress
480,22,224,1,,LAW,Section 201
481,22,224,2,,ACT,the Civil Rights Act
482,22,224,3,,DATE,1964
483,22,224,4,,DATE,42 U.S.C.
484,22,224,5,,DATE,2000a
485,22,225,1,,LAW,Section 202
486,22,225,2,,MONEY,42 U.S.C. 2000a–1
487,22,226,1,,PRODUCT,Title II
488,22,228,1,,ACT,the Civil Rights Act
489,22,228,2,,DATE,1964
490,22,228,3,,CARDINAL,42
491,22,230,1,,ACT,the Civil Rights Act
492,22,230,2,,DATE,1964
493,22,230,3,,MONEY,42 U.S.C. 2000c(b
494,22,231,1,,MONEY,42 U.S.C. 2000c–6
495,22,232,1,,CARDINAL,410
496,22,233,1,,ACT,the Civil Rights Act
497,22,233,2,,DATE,1964
498,22,233,3,,DATE,42 U.S.C.
499,22,233,4,,DATE,2000d
500,22,235,1,,LAW,Title VII of
501,22,235,2,,ACT,the Civil Rights Act
502,22,235,3,,DATE,1964
503,22,235,4,,LAW,section 701
504,22,235,5,,DATE,2000e
505,22,236,1,,LAW,Section 1106
506,22,237,1,,LAW,Section 703 of
507,22,237,2,,ACT,the Civil Rights Act
508,22,237,3,,DATE,1964
509,22,237,4,,MONEY,42 U.S.C.
510,22,238,1,,ORG,Section 704(b
511,22,238,2,,ACT,the Civil Rights Act
512,22,238,3,,DATE,1964
513,22,238,4,,CARDINAL,2000e–3(b
514,22,239,1,,ACT,the Civil Rights Act
515,22,239,2,,DATE,1964
516,22,239,3,,CARDINAL,2000e–5(g)(2)(A
517,22,240,1,,ORG,Federal Government Section
518,22,240,2,,ACT,the Civil Rights Act
519,22,240,3,,DATE,1964
520,22,240,4,,MONEY,42 U.S.C. 2000e–16
521,22,241,1,,DATE,1991
522,22,241,2,,DATE,1991
523,22,241,3,,MONEY,42 U.S.C.
524,22,242,1,,DATE,1106
525,22,242,2,,DATE,1107
526,22,242,3,,ACT,the Civil Rights Act
527,22,242,4,,DATE,1964
528,22,242,5,,DATE,1106
529,22,243,1,,DATE,1995
530,22,243,2,,DATE,1995
531,22,243,3,,CARDINAL,2
532,22,243,4,,DATE,1301
533,22,244,1,,DATE,1106
534,22,244,2,,DATE,1107
535,22,244,3,,ACT,the Civil Rights Act
536,22,244,4,,DATE,1964
537,22,244,5,,LAW,section 201
538,22,244,6,,LAW,section 201
539,22,244,7,,DATE,1106
540,22,245,1,,DATE,1978
541,22,245,2,,LAW,Chapter 23
542,22,246,1,,DATE,1106
543,22,246,2,,DATE,1107
544,22,246,3,,ACT,the Civil Rights Act
545,22,246,4,,DATE,1964
546,22,246,5,,DATE,1106
547,22,247,1,,ACT,the Civil Rights Act
548,22,247,2,,DATE,1964
549,22,247,3,,MONEY,42 U.S.C. 2000h–2
550,22,248,1,,PERSON,Miscellaneous Title XI
551,22,248,2,,ACT,the Civil Rights Act
552,22,248,3,,DATE,1964
553,22,250,1,,ORG,II
554,22,250,2,,ORG,III
555,22,250,3,,ORG,VI
556,22,250,4,,DATE,1106
557,22,250,5,,DATE,1107
558,22,258,1,,DATE,1101
559,22,259,1,,DATE,1101
560,22,259,2,,DATE,1979
561,22,259,3,,DATE,1980
562,22,259,4,,PRODUCT,the Revised Statutes
563,22,259,5,,DATE,42 U.S.C.
564,22,259,6,,DATE,1983
565,22,260,1,,DATE,1101
566,22,261,1,,DATE,1993
567,22,261,2,,CARDINAL,42
568,22,264,1,,GPE,Sections
569,22,264,2,,DATE,1106
570,22,264,3,,ACT,the Civil Rights Act
571,22,264,4,,DATE,1964
572,22,264,5,,LAW,section 901
573,22,264,6,,DATE,1106
574,22,264,7,,CARDINAL,901
575,22,265,1,,ACT,the Civil Rights Act
576,22,265,2,,DATE,1964
577,22,265,3,,LAW,section 901
578,22,265,4,,DATE,1107
579,22,265,5,,CARDINAL,901
580,22,266,1,,LAW,Section 901
581,22,266,2,,ACT,the Civil Rights Act
582,22,266,3,,DATE,1968
583,22,266,4,,MONEY,42 U.S.C. 3631
584,22,266,5,,ACT,section 802 of this Act
585,22,266,6,,ACT,section 802 of this Act
586,22,268,1,,LAW,Section 701(a)(1
587,22,268,2,,ACT,the Equal Credit Opportunity Act
588,22,268,3,,CARDINAL,15
589,22,268,4,,CARDINAL,1691(a)(1
590,22,269,1,,CARDINAL,702
591,22,269,2,,ACT,the Equal Credit Opportunity Act
592,22,269,3,,DATE,15 U.S.C.
593,22,269,4,,DATE,1691a
594,22,270,1,,ORG,Section
595,22,270,2,,ACT,the Equal Credit Opportunity Act
596,22,270,3,,CARDINAL,15
597,22,271,1,,ACT,the Equal Credit Opportunity Act
598,22,271,2,,DATE,1691e
599,22,271,3,,ACT,the Civil Rights Act
600,22,271,4,,DATE,1964
601,22,273,1,,LAW,Chapter 121
602,22,274,1,,DATE,1106
603,22,274,2,,DATE,1107
604,22,274,3,,ACT,the Civil Rights Act
605,22,274,4,,DATE,1964
606,22,275,1,,LAW,chapter 121
607,23,276,1,,ORG,the  National Opposition to Hate
608,23,276,2,,ORG,Assault
609,23,276,3,,NORP,Threats
610,23,276,4,,DATE,2017
611,23,277,1,,ORG,Findings Congress
612,23,281,1,,GPE,States
613,23,281,2,,ORG,State
614,23,281,3,,ORG,the National Incident Based Reporting System
615,23,281,4,,EVENT,the National Incident Based Reporting System
616,23,282,1,,CARDINAL,1
617,23,282,2,,GPE,States
618,23,285,1,,DATE,each fiscal year beginning
619,23,285,2,,DATE,3 years
620,23,285,3,,ORG,State
621,23,285,4,,ORDINAL,first
622,23,285,5,,ORG,State
623,23,285,6,,ORG,the Uniform Crime Reporting
624,23,285,7,,DATE,the preceding fiscal year
625,23,286,1,,ORG,Extensions
626,23,286,2,,DATE,120 day
627,23,286,3,,ORG,State
628,23,286,4,,ORG,State
629,23,286,5,,ORG,State
630,23,286,6,,ORG,State
631,23,287,1,,ORG,State
632,23,287,2,,CARDINAL,1
633,23,287,3,,ORG,State
634,23,290,1,,ORG,Grants
635,23,291,1,,GPE,States
636,23,291,2,,ORG,State
637,23,292,1,,CARDINAL,1
638,23,292,2,,DATE,more than 5 years
639,23,293,1,,ORG,Hotline
640,23,293,2,,ORG,State
641,23,294,1,,GPE,States
642,23,297,1,,ORG,Congress
643,23,297,2,,LAW,section 2 of the Thirteenth Amendment to the Constitution of
644,23,297,3,,GPE,the United States
645,23,297,4,,LAW,Constitution
646,23,298,1,,GPE,the United States
647,23,299,1,,ORG,State
648,23,302,1,,DATE,later than 3 years
649,23,304,1,,GPE,the United States
650,23,304,2,,ORG,State
651,23,308,1,,ORG,Congress
652,23,308,2,,CARDINAL,3
653,23,308,3,,CARDINAL,8
654,23,308,4,,LAW,Constitution
655,23,308,5,,GPE,the United States
656,23,308,6,,ORG,the  Commerce Clause
657,23,309,1,,GPE,the United States
658,23,311,1,,ORG,State
659,23,311,2,,CARDINAL,2
660,23,311,3,,GPE,the United States
661,23,312,1,,CARDINAL,1
662,23,312,2,,CARDINAL,1
663,23,312,3,,ORG,State
664,23,312,4,,CARDINAL,1
665,23,312,5,,CARDINAL,1
666,23,312,6,,CARDINAL,1
667,23,315,1,,DATE,later than 3 years
668,23,317,1,,GPE,the United States
669,23,317,2,,ORG,State
670,23,319,1,,LAW,Section 249
671,23,319,2,,CARDINAL,18
672,23,319,3,,ORG,United States Code
673,24,322,1,,PERSON,Findings
674,24,323,1,,ORG,Findings Congress
675,24,326,1,,LAW,Section 201
676,24,326,2,,ACT,the Civil Rights Act
677,24,326,3,,DATE,1964
678,24,326,4,,DATE,42 U.S.C.
679,24,326,5,,DATE,2000a
680,24,327,1,,LAW,Section 202
681,24,327,2,,MONEY,42 U.S.C. 2000a–1
682,24,328,1,,PRODUCT,Title II
683,24,330,1,,ACT,the Civil Rights Act
684,24,330,2,,DATE,1964
685,24,330,3,,CARDINAL,42
686,24,332,1,,ACT,the Civil Rights Act
687,24,332,2,,DATE,1964
688,24,332,3,,MONEY,42 U.S.C. 2000c(b
689,24,333,1,,MONEY,42 U.S.C. 2000c–6
690,24,334,1,,CARDINAL,410
691,24,335,1,,ACT,the Civil Rights Act
692,24,335,2,,DATE,1964
693,24,335,3,,DATE,42 U.S.C.
694,24,335,4,,DATE,2000d
695,24,337,1,,LAW,Title VII of
696,24,337,2,,ACT,the Civil Rights Act
697,24,337,3,,DATE,1964
698,24,337,4,,LAW,section 701
699,24,337,5,,DATE,2000e
700,24,338,1,,LAW,Section 1106
701,24,339,1,,LAW,Section 703 of
